date,currency,buy,sell,official_buy,official_sell
2016-01-01,USD,155.0,155.0,108.121,110.2834
2016-01-15,USD,155.0,155.0,108.121,110.2834
2016-01-27,USD,155.0,155.0,108.121,110.2834
2016-02-01,USD,158.4,158.4,108.121,110.2834
2016-02-15,USD,158.4,158.4,106.07,108.1914
2016-02-27,USD,158.4,158.4,107.905,110.0631
2016-03-01,USD,160.0,160.0,108.8209,110.9973
2016-03-15,USD,160.0,160.0,110.1502,112.3532
2016-03-27,USD,160.0,160.0,109.9703,112.1697
2016-04-01,USD,157.3,157.3,108.2001,110.3641
2016-04-15,USD,157.3,157.3,108.8761,111.0536
2016-04-27,USD,157.3,157.3,109.2729,111.4584
2016-05-01,USD,160.0,160.0,108.9476,111.1266
2016-05-15,USD,160.0,160.0,109.606,111.7981
2016-05-27,USD,160.0,160.0,109.606,111.7981
2016-06-01,USD,161.4,161.4,109.606,111.7981
2016-06-15,USD,161.4,161.4,109.606,111.7981
2016-06-27,USD,161.4,161.4,109.606,111.7981
2016-07-01,USD,163.0,163.0,110.2867,112.4924
2016-07-15,USD,163.0,163.0,110.5362,112.7469
2016-07-27,USD,163.0,163.0,110.675,112.8885
2016-08-01,USD,161.9,161.9,109.8255,112.022
2016-08-15,USD,161.9,161.9,109.465,111.6543
2016-08-27,USD,161.9,161.9,108.6039,110.776
2016-09-01,USD,161.7,161.7,108.6039,110.776
2016-09-15,USD,161.7,161.7,108.6039,110.776
2016-09-27,USD,161.7,161.7,108.6039,110.776
2016-10-01,USD,163.9,163.9,108.6039,110.776
2016-10-15,USD,163.9,163.9,108.6039,110.776
2016-10-27,USD,163.9,163.9,109.9387,112.1375
2016-11-01,USD,167.8,167.8,109.5585,111.7497
2016-11-15,USD,167.8,167.8,110.5435,112.7544
2016-11-27,USD,167.8,167.8,110.5435,112.7544
2016-12-01,USD,176.0,176.0,110.5435,112.7544
2016-12-15,USD,176.0,176.0,110.5435,112.7544
2016-12-27,USD,176.0,176.0,110.5435,112.7544
2017-01-01,USD,176.0,176.0,110.5435,112.7544
2017-01-15,USD,176.0,176.0,109.942,112.1408
2017-01-27,USD,176.0,176.0,109.5237,111.7142
2017-02-01,USD,174.2,174.2,109.5237,111.7142
2017-02-15,USD,174.2,174.2,109.5237,111.7142
2017-02-27,USD,174.2,174.2,109.5237,111.7142
2017-03-01,USD,174.5,174.5,109.5237,111.7142
2017-03-15,USD,174.5,174.5,109.5237,111.7142
2017-03-27,USD,174.5,174.5,109.5237,111.7142
2017-04-01,USD,174.7,174.7,109.5237,111.7142
2017-04-15,USD,174.7,174.7,109.5237,111.7142
2017-04-27,USD,174.7,174.7,109.2595,111.4447
2017-05-01,USD,171.8,171.8,109.118,111.3004
2017-05-15,USD,171.8,171.8,109.118,111.3004
2017-05-27,USD,171.8,171.8,109.118,111.3004
2017-06-01,USD,169.9,169.9,109.118,111.3004
2017-06-15,USD,169.9,169.9,109.118,111.3004
2017-06-27,USD,169.9,169.9,109.118,111.3004
2017-07-01,USD,171.5,171.5,109.118,111.3004
2017-07-15,USD,171.5,171.5,109.2981,111.4841
2017-07-27,USD,171.5,171.5,108.5437,110.7146
2017-08-01,USD,164.1,164.1,108.3931,110.561
2017-08-15,USD,164.1,164.1,108.3931,110.561
2017-08-27,USD,164.1,164.1,108.3931,110.561
2017-09-01,USD,163.2,163.2,108.3931,110.561
2017-09-15,USD,163.2,163.2,108.3931,110.561
2017-09-27,USD,163.2,163.2,113.3692,115.6366
2017-10-01,USD,169.8,169.8,113.0978,115.3598
2017-10-15,USD,169.8,169.8,113.6464,115.9193
2017-10-27,USD,169.8,169.8,113.6464,115.9193
2017-11-01,USD,171.4,171.4,113.6464,115.9193
2017-11-15,USD,171.4,171.4,113.6464,115.9193
2017-11-27,USD,171.4,171.4,114.5767,116.8682
2017-12-01,USD,171.1,171.1,114.5767,116.8682
2017-12-15,USD,171.1,171.1,114.5767,116.8682
2017-12-27,USD,171.1,171.1,114.5767,116.8682
2018-01-01,USD,166.9,166.9,114.5767,116.8682
2018-01-15,USD,166.9,166.9,114.5767,116.8682
2018-01-27,USD,166.9,166.9,114.5767,116.8682
2018-02-01,USD,169.3,169.3,113.357,115.6241
2018-02-15,USD,169.3,169.3,113.3165,115.5828
2018-02-27,USD,169.3,169.3,114.094,116.3759
2018-03-01,USD,170.9,170.9,114.372,116.6594
2018-03-15,USD,170.9,170.9,113.892,116.1698
2018-03-27,USD,170.9,170.9,113.727,116.0015
2018-04-01,USD,171.7,171.7,113.96,116.2392
2018-04-15,USD,171.7,171.7,114.21,116.4942
2018-04-27,USD,171.7,171.7,114.831,117.1276
2018-05-01,USD,176.0,176.0,114.93,117.2286
2018-05-15,USD,176.0,176.0,116.298,118.624
2018-05-27,USD,176.0,176.0,117.467,119.8163
2018-06-01,USD,178.1,178.1,116.536,118.8667
2018-06-15,USD,178.1,178.1,117.02,119.3604
2018-06-27,USD,178.1,178.1,117.448,119.797
2018-07-01,USD,177.8,177.8,117.479,119.8286
2018-07-15,USD,177.8,177.8,117.815,120.1713
2018-07-27,USD,177.8,177.8,117.697,120.0509
2018-08-01,USD,178.6,178.6,117.729,120.0836
2018-08-15,USD,178.6,178.6,119.111,121.4932
2018-08-27,USD,178.6,178.6,118.184,120.5477
2018-09-01,USD,179.0,179.0,118.026,120.3865
2018-09-15,USD,179.0,179.0,118.169,120.5324
2018-09-27,USD,179.0,179.0,117.768,120.1234
2018-10-01,USD,180.2,180.2,118.243,120.6079
2018-10-15,USD,180.2,180.2,118.38,120.7476
2018-10-27,USD,180.2,180.2,119.19,121.5738
2018-11-01,USD,182.9,182.9,119.028,121.4086
2018-11-15,USD,182.9,182.9,118.41,120.7782
2018-11-27,USD,182.9,182.9,118.816,121.1923
2018-12-01,USD,186.8,186.8,118.832,121.2086
2018-12-15,USD,186.8,186.8,118.6,120.972
2018-12-27,USD,186.8,186.8,118.562,120.9332
2019-01-01,USD,185.6,185.6,118.237,120.6017
2019-01-15,USD,185.6,185.6,118.22,120.5844
2019-01-27,USD,185.6,185.6,118.61,120.9822
2019-02-01,USD,185.5,185.5,118.094,120.4559
2019-02-15,USD,185.5,185.5,118.59,120.9618
2019-02-27,USD,185.5,185.5,118.14,120.5028
2019-03-01,USD,190.0,190.0,118.104,120.4661
2019-03-15,USD,190.0,190.0,119.001,121.381
2019-03-27,USD,190.0,190.0,119.11,121.4922
2019-04-01,USD,189.6,189.6,119.5,121.89
2019-04-15,USD,189.6,189.6,119.17,121.5534
2019-04-27,USD,189.6,189.6,119.697,122.0909
2019-05-01,USD,190.0,190.0,119.445,121.8339
2019-05-15,USD,190.0,190.0,119.409,121.7972
2019-05-27,USD,190.0,190.0,119.658,122.0512
2019-06-01,USD,190.1,190.1,119.775,122.1705
2019-06-15,USD,190.1,190.1,119.535,121.9257
2019-06-27,USD,190.1,190.1,118.789,121.1648
2019-07-01,USD,177.4,177.4,118.653,121.0261
2019-07-15,USD,177.4,177.4,119.21,121.5942
2019-07-27,USD,177.4,177.4,119.687,122.0807
2019-08-01,USD,174.8,174.8,120.04,122.4408
2019-08-15,USD,174.8,174.8,119.76,122.1552
2019-08-27,USD,174.8,174.8,119.903,122.3011
2019-09-01,USD,176.4,176.4,120.37,122.7774
2019-09-15,USD,176.4,176.4,119.967,122.3663
2019-09-27,USD,176.4,176.4,120.605,123.0171
2019-10-01,USD,180.5,180.5,120.57,122.9814
2019-10-15,USD,180.5,180.5,119.99,122.3898
2019-10-27,USD,180.5,180.5,119.694,122.0879
2019-11-01,USD,183.1,183.1,119.53,121.9206
2019-11-15,USD,183.1,183.1,120.145,122.5479
2019-11-27,USD,183.1,183.1,119.996,122.3959
2019-12-01,USD,182.0,182.0,120.253,122.6581
2019-12-15,USD,182.0,182.0,119.505,121.8951
2019-12-27,USD,182.0,182.0,119.635,122.0277
2020-01-01,USD,181.1,181.1,119.084,121.4657
2020-01-15,USD,181.1,181.1,119.685,122.0787
2020-01-27,USD,181.1,181.1,119.86,122.2572
2020-02-01,USD,181.0,181.0,119.645,122.0379
2020-02-15,USD,181.0,181.0,120.944,123.3629
2020-02-27,USD,181.0,181.0,120.555,122.9661
2020-03-01,USD,176.0,176.0,119.96,122.3592
2020-03-15,USD,176.0,176.0,120.54,122.9508
2020-03-27,USD,176.0,176.0,123.484,125.9537
2020-04-01,USD,169.6,169.6,124.695,127.1889
2020-04-15,USD,169.6,169.6,126.947,129.4859
2020-04-27,USD,169.6,169.6,128.745,131.3199
2020-05-01,USD,167.0,167.0,127.87,130.4274
2020-05-15,USD,167.0,167.0,128.808,131.3842
2020-05-27,USD,167.0,167.0,128.432,131.0006
2020-06-01,USD,170.0,170.0,128.466,131.0353
2020-06-15,USD,170.0,170.0,128.829,131.4056
2020-06-27,USD,170.0,170.0,129.209,131.7932
2020-07-01,USD,171.1,171.1,129.029,131.6096
2020-07-15,USD,171.1,171.1,128.281,130.8466
2020-07-27,USD,171.1,171.1,127.564,130.1153
2020-08-01,USD,169.5,169.5,127.95,130.509
2020-08-15,USD,169.5,169.5,128.3,130.866
2020-08-27,USD,169.5,169.5,128.232,130.7966
2020-09-01,USD,168.0,168.0,127.772,130.3274
2020-09-15,USD,168.0,168.0,128.589,131.1608
2020-09-27,USD,168.0,168.0,129.524,132.1145
2020-10-01,USD,169.0,169.0,129.0038,131.5839
2020-10-15,USD,169.0,169.0,129.0471,131.628
2020-10-27,USD,169.0,169.0,128.5687,131.1401
2020-11-01,USD,170.0,170.0,128.7622,131.3374
2020-11-15,USD,170.0,170.0,129.0,131.58
2020-11-27,USD,170.0,170.0,128.907,131.4851
2020-12-01,USD,170.0,170.0,128.9144,131.4927
2020-12-15,USD,170.0,170.0,131.8697,134.5071
2020-12-27,USD,170.0,170.0,132.1375,134.7802
2021-01-01,USD,170.0,170.0,132.0704,134.7118
2021-01-15,USD,170.0,170.0,132.9053,135.5634
2021-01-27,USD,170.0,170.0,132.7302,135.3848
2021-02-01,USD,171.0,171.0,132.7778,135.4334
2021-02-15,USD,171.0,171.0,132.9349,135.5936
2021-02-27,USD,171.0,171.0,132.9684,135.6278
2021-03-01,USD,171.0,171.0,132.5503,135.2013
2021-03-15,USD,171.0,171.0,133.3315,135.9981
2021-03-27,USD,171.0,171.0,133.4498,136.1188
2021-04-01,USD,175.0,175.0,133.4952,136.1651
2021-04-15,USD,175.0,175.0,132.2776,134.9232
2021-04-27,USD,175.0,175.0,133.3004,135.9664
2021-05-01,USD,173.0,173.0,133.3092,135.9754
2021-05-15,USD,173.0,173.0,133.0976,135.7596
2021-05-27,USD,173.0,173.0,133.35,136.017
2021-06-01,USD,175.0,175.0,133.2698,135.9352
2021-06-15,USD,175.0,175.0,133.7031,136.3772
2021-06-27,USD,175.0,175.0,133.9483,136.6273
2021-07-01,USD,177.0,177.0,134.385,137.0727
2021-07-15,USD,177.0,177.0,134.6592,137.3524
2021-07-27,USD,177.0,177.0,134.7103,137.4045
2021-08-01,USD,177.0,177.0,134.7216,137.416
2021-08-15,USD,177.0,177.0,135.2209,137.9253
2021-08-27,USD,177.0,177.0,135.4575,138.1667
2021-09-01,USD,179.0,179.0,135.6011,138.3131
2021-09-15,USD,179.0,179.0,135.4703,138.1797
2021-09-27,USD,179.0,179.0,136.9862,139.7259
2021-10-01,USD,186.0,186.0,137.35,140.097
2021-10-15,USD,186.0,186.0,137.2168,139.9611
2021-10-27,USD,186.0,186.0,137.393,140.1409
2021-11-01,USD,193.0,193.0,137.439,140.1878
2021-11-15,USD,193.0,193.0,138.5987,141.3707
2021-11-27,USD,193.0,193.0,139.1454,141.9283
2021-12-01,USD,192.0,192.0,139.073,141.8545
2021-12-15,USD,192.0,192.0,139.2382,142.023
2021-12-27,USD,192.0,192.0,139.0325,141.8132
2022-01-01,USD,193.0,193.0,138.8113,141.5875
2022-01-15,USD,193.0,193.0,139.9733,142.7728
2022-01-27,USD,193.0,193.0,140.6035,143.4156
2022-02-01,USD,192.0,192.0,140.0098,142.81
2022-02-15,USD,192.0,192.0,140.4594,143.2686
2022-02-27,USD,192.0,192.0,140.835,143.6517
2022-03-01,USD,194.0,194.0,141.764,144.5993
2022-03-15,USD,194.0,194.0,142.9535,145.8126
2022-03-27,USD,194.0,194.0,142.4995,145.3495
2022-04-01,USD,196.4,196.4,143.2906,146.1564
2022-04-15,USD,196.4,196.4,143.686,146.5597
2022-04-27,USD,196.4,196.4,144.637,147.5297
2022-05-01,USD,201.0,201.0,144.7186,147.613
2022-05-15,USD,201.0,201.0,146.3962,149.3241
2022-05-27,USD,201.0,201.0,145.466,148.3753
2022-06-01,USD,200.0,200.0,145.1,148.002
2022-06-15,USD,200.0,200.0,146.442,149.3708
2022-06-27,USD,200.0,200.0,145.8041,148.7202
2022-07-01,USD,201.5,201.5,146.6013,149.5333
2022-07-15,USD,201.5,201.5,147.3581,150.3053
2022-07-27,USD,201.5,201.5,146.2815,149.2071
2022-08-01,USD,205.0,205.0,145.5346,148.4453
2022-08-15,USD,205.0,205.0,142.852,145.709
2022-08-27,USD,205.0,205.0,140.8018,143.6178
2022-09-01,USD,213.0,213.0,140.7987,143.6147
2022-09-15,USD,213.0,213.0,140.1786,142.9822
2022-09-27,USD,213.0,213.0,140.5632,143.3745
2022-10-01,USD,211.0,211.0,140.824,143.6405
2022-10-15,USD,211.0,211.0,140.3873,143.195
2022-10-27,USD,211.0,211.0,140.7923,143.6081
2022-11-01,USD,211.0,211.0,140.7058,143.5199
2022-11-15,USD,211.0,211.0,138.9047,141.6828
2022-11-27,USD,211.0,211.0,138.1777,140.9413
2022-12-01,USD,216.0,216.0,138.044,140.8049
2022-12-15,USD,216.0,216.0,137.3902,140.138
2022-12-27,USD,216.0,216.0,137.4464,140.1953
2023-01-01,USD,210.0,210.0,137.3519,140.0989
2023-01-15,USD,210.0,210.0,136.3313,139.0579
2023-01-27,USD,210.0,210.0,135.6449,138.3578
2023-02-01,USD,202.0,202.0,135.5382,138.249
2023-02-15,USD,202.0,202.0,136.7755,139.511
2023-02-27,USD,202.0,202.0,136.7293,139.4639
2023-03-01,USD,209.0,209.0,136.3263,139.0528
2023-03-15,USD,209.0,209.0,136.7105,139.4447
2023-03-27,USD,209.0,209.0,135.8777,138.5953
2023-04-01,USD,211.0,211.0,135.8793,138.5969
2023-04-15,USD,211.0,211.0,135.181,137.8846
2023-04-27,USD,211.0,211.0,135.4216,138.13
2023-05-01,USD,208.0,208.0,135.4504,138.1594
2023-05-15,USD,208.0,208.0,136.0655,138.7868
2023-05-27,USD,208.0,208.0,136.7507,139.4857
2023-06-01,USD,208.0,208.0,136.48,139.2096
2023-06-15,USD,208.0,208.0,135.6624,138.3756
2023-06-27,USD,208.0,208.0,135.4724,138.1818
2023-07-01,USD,205.0,205.0,135.9033,138.6214
2023-07-15,USD,205.0,205.0,134.36,137.0472
2023-07-27,USD,205.0,205.0,135.5659,138.2772
2023-08-01,USD,204.0,204.0,135.6507,138.3637
2023-08-15,USD,204.0,204.0,135.8826,138.6003
2023-08-27,USD,204.0,204.0,136.8701,139.6075
2023-09-01,USD,204.0,204.0,136.7866,139.5223
2023-09-15,USD,204.0,204.0,137.28,140.0256
2023-09-27,USD,204.0,204.0,137.5481,140.2991
2023-10-01,USD,216.0,216.0,137.4115,140.1597
2023-10-15,USD,216.0,216.0,137.8971,140.655
2023-10-27,USD,216.0,216.0,136.2796,139.0052
2023-11-01,USD,217.0,217.0,135.9261,138.6446
2023-11-15,USD,217.0,217.0,134.4595,137.1487
2023-11-27,USD,217.0,217.0,133.9701,136.6495
2023-12-01,USD,218.0,218.0,134.9018,137.5998
2023-12-15,USD,218.0,218.0,134.3505,137.0375
2023-12-27,USD,218.0,218.0,134.1952,136.8791
2024-01-01,USD,219.0,219.0,134.3641,137.0514
2024-01-15,USD,219.0,219.0,134.6856,137.3793
2024-01-27,USD,219.0,219.0,134.6005,137.2925
2024-02-01,USD,220.0,220.0,134.8906,137.5884
2024-02-02,USD,239.0,241.33,,
2024-02-03,USD,239.0,241.33,,
2024-02-04,USD,239.0,241.33,,
2024-02-15,USD,220.0,220.0,134.6783,137.3719
2024-02-27,USD,222.0,222.0,134.5529,137.244
2024-03-10,USD,220.0,220.0,134.4436,137.1325
2024-03-24,USD,220.798,221.3539,134.6178,137.3102
2024-04-07,USD,220.3352,221.2108,134.6046,137.2967
2024-04-21,USD,220.491,221.2777,134.537,137.2277
2024-05-05,USD,220.3659,221.8358,134.4595,137.1487
2024-05-19,USD,221.0959,222.4037,134.3888,137.0766
2024-06-02,USD,219.0616,220.5137,134.4949,137.1848
2024-06-16,USD,220.9494,222.2809,134.8206,137.517
2024-06-30,USD,221.4412,222.2417,134.6957,137.3896
2024-07-14,USD,221.3077,222.094,134.2321,136.9167
2024-07-28,USD,221.9771,223.1812,134.391,137.0788
2024-08-11,USD,221.7368,222.6533,134.4193,137.1077
2024-08-25,USD,219.0069,220.1184,134.2355,136.9202
2024-09-08,USD,219.5,221.5,132.5072,135.1573
2024-09-10,USD,219.25,221.25,132.611,135.2632
2024-09-11,USD,219.25,221.25,132.6786,135.3322
2024-09-12,USD,219.25,221.25,132.4403,135.0891
2024-09-14,USD,219.25,221.25,132.3241,134.9706
2024-09-15,USD,219.25,221.25,132.3544,135.0015
2024-09-16,USD,219.25,221.25,132.2449,134.8898
2024-09-17,USD,219.25,221.25,132.2867,134.9324
2024-09-18,USD,219.25,221.25,132.3288,134.9754
2024-09-19,USD,219.25,221.25,132.3083,134.9545
2024-09-20,USD,219.67,221.67,132.2432,134.8881
2024-09-21,USD,219.67,221.67,132.2956,134.9415
2024-09-22,USD,219.0,221.0,132.2387,134.8835
2024-09-23,USD,219.0,221.0,132.655,135.3081
2024-09-24,USD,219.0,221.0,132.2981,134.9441
2024-09-25,USD,219.0,221.0,132.1732,134.8167
2024-09-26,USD,219.8,221.8,132.4547,135.1038
2024-09-29,USD,221.2,223.2,132.2052,134.8493
2024-09-30,USD,221.4,223.8,132.2733,134.9188
2024-10-01,USD,221.4,223.8,132.7718,135.4272
2024-10-02,USD,222.4,225.4,132.8902,135.548
2024-10-03,USD,222.4,225.4,132.9602,135.6194
2024-10-05,USD,223.33,227.0,133.3119,135.9781
2024-10-06,USD,224.8,227.8,133.2008,135.8648
2024-10-07,USD,224.8,227.8,132.9385,135.5973
2024-10-08,USD,224.8,227.8,132.9619,135.6211
2024-10-09,USD,225.8,228.6,133.0985,135.7605
2024-10-10,USD,225.0,227.4,133.1487,135.8117
2024-10-11,USD,225.0,227.4,133.0493,135.7103
2024-10-13,USD,224.8,227.4,133.0447,135.7056
2024-10-14,USD,224.8,227.4,133.2264,135.8909
2024-10-15,USD,224.8,227.4,133.6413,136.3141
2024-10-16,USD,224.8,227.4,133.2177,135.8821
2024-10-17,USD,224.8,227.4,133.5393,136.2101
2024-10-18,USD,224.67,227.0,133.5042,136.1743
2024-10-19,USD,224.67,227.0,133.4707,136.1401
2024-10-20,USD,225.6,227.8,133.4706,136.14
2024-10-21,USD,225.6,227.8,133.4369,136.1056
2024-10-23,USD,225.8,228.0,133.3078,135.974
2024-10-24,USD,225.8,228.0,133.5191,136.1895
2024-10-27,USD,225.8,228.0,133.5636,136.2349
2024-10-28,USD,225.8,228.0,133.4242,136.0927
2024-10-29,USD,225.8,228.0,133.3769,136.0444
2024-10-30,USD,226.0,228.4,133.3761,136.0436
2024-10-31,USD,226.0,228.4,133.3663,136.0336
2024-11-01,USD,226.0,228.4,133.0932,135.7551
2024-11-02,USD,226.0,228.4,133.3019,135.9679
2024-11-03,USD,226.0,228.4,133.2322,135.8968
2024-11-04,USD,226.0,228.4,133.0263,135.6868
2024-11-05,USD,226.0,228.4,133.1117,135.7739
2024-11-06,USD,226.0,228.4,133.4318,136.1004
2024-11-07,USD,226.0,228.4,133.425,136.0935
2024-11-08,USD,226.2,228.2,133.5189,136.1893
2024-11-09,USD,226.2,228.2,133.7609,136.4361
2024-11-10,USD,226.4,228.4,134.1526,136.8357
2024-11-11,USD,227.6,230.0,133.6586,136.3318
2024-11-12,USD,228.8,230.8,134.0764,136.7579
2024-11-13,USD,228.8,230.8,133.5831,136.2548
2024-11-14,USD,228.8,230.8,134.1487,136.8317
2024-11-15,USD,228.8,230.8,134.1487,136.8317
2024-11-16,USD,228.8,230.8,133.5271,136.1976
2024-11-17,USD,228.8,230.8,134.085,136.7667
2024-11-18,USD,228.8,230.8,133.5008,136.1708
2024-11-19,USD,228.8,230.8,133.4673,136.1366
2024-11-20,USD,230.0,232.0,133.375,136.0425
2024-11-21,USD,233.2,235.2,133.375,136.0425
2024-11-22,USD,233.2,235.2,133.7688,136.4442
2024-11-23,USD,230.33,232.67,134.1556,136.8387
2024-11-24,USD,234.6,236.8,134.7356,137.4303
2024-11-25,USD,234.6,236.8,134.1412,136.824
2024-11-26,USD,237.0,239.6,133.9043,136.5824
2024-11-27,USD,235.25,237.5,133.9764,136.6559
2024-11-28,USD,235.25,237.5,133.9764,136.6559
2024-11-29,USD,237.0,239.6,133.547,136.2179
2024-11-30,USD,237.0,239.6,133.3801,136.0477
2024-12-01,USD,237.0,239.6,134.0851,136.7668
2024-12-02,USD,237.0,239.6,134.0851,136.7668
2024-12-03,USD,237.0,239.6,133.8272,136.5037
2024-12-04,USD,237.8,240.4,133.8487,136.5257
2024-12-05,USD,238.0,240.2,133.8487,136.5257
2024-12-06,USD,238.6,240.6,133.4838,136.1535
2024-12-08,USD,239.0,241.0,134.0477,136.7287
2024-12-09,USD,239.0,241.0,133.3817,136.0493
2024-12-10,USD,239.0,241.0,133.3846,136.0523
2024-12-11,USD,239.0,241.0,133.3846,136.0523
2024-12-12,USD,244.0,246.0,133.8383,136.5151
2024-12-13,USD,242.67,244.67,133.8383,136.5151
2024-12-14,USD,242.67,244.67,133.8285,136.5051
2024-12-15,USD,242.67,244.67,134.2291,136.9137
2024-12-16,USD,242.67,244.67,133.9497,136.6287
2024-12-17,USD,241.67,243.67,133.9497,136.6287
2024-12-18,USD,241.67,243.67,133.8629,136.5402
2024-12-19,USD,240.67,243.0,133.8563,136.5334
2024-12-20,USD,240.67,243.0,134.246,136.9309
2024-12-21,USD,239.0,241.67,134.3337,137.0204
2024-12-22,USD,237.67,240.33,135.2244,137.9289
2024-12-23,USD,236.0,238.67,134.758,137.4532
2024-12-24,USD,236.0,238.67,134.758,137.4532
2024-12-25,USD,235.0,237.67,134.8351,137.5318
2024-12-26,USD,235.0,237.67,135.4323,138.1409
2024-12-27,USD,235.0,237.67,135.4593,138.1685
2024-12-28,USD,235.0,237.67,135.5722,138.2836
2024-12-29,USD,231.0,234.0,135.978,138.6976
2024-12-30,USD,230.67,233.67,135.5646,138.2759
2024-12-31,USD,230.67,233.67,135.5646,138.2759
2025-01-01,USD,230.67,234.0,135.8103,138.5265
2025-01-02,USD,232.0,235.33,135.887,138.6047
2025-01-03,USD,232.33,235.67,136.3536,139.0807
2025-01-04,USD,232.33,235.67,135.9641,138.6834
2025-01-05,USD,232.33,235.67,136.2384,138.9632
2025-01-06,USD,235.33,238.33,135.9019,138.6199
2025-01-07,USD,235.33,238.33,135.4937,138.2036
2025-01-08,USD,235.33,238.33,135.4937,138.2036
2025-01-09,USD,236.0,239.0,135.8408,138.5576
2025-01-10,USD,236.0,239.0,135.9782,138.6978
2025-01-11,USD,236.0,239.0,136.2053,138.9294
2025-01-12,USD,236.0,239.0,136.6712,139.4046
2025-01-13,USD,236.0,239.0,136.2408,138.9656
2025-01-14,USD,238.67,241.33,,
2025-01-15,USD,238.67,241.33,135.8548,138.5719
2025-01-16,USD,238.67,241.33,135.72,138.4344
2025-01-17,USD,238.67,241.33,135.8997,138.6177
2025-01-18,USD,238.67,241.33,135.7925,138.5083
2025-01-19,USD,238.67,241.33,135.7925,138.5083
2025-01-20,USD,238.67,241.33,135.6578,138.371
2025-01-21,USD,238.67,241.33,135.4386,138.1474
2025-01-22,USD,238.67,241.33,135.3048,138.0109
2025-01-23,USD,238.67,241.33,135.1764,137.8799
2025-01-24,USD,238.67,241.33,135.1546,137.8577
2025-01-25,USD,238.67,241.33,134.7999,137.4959
2025-01-26,USD,238.67,241.33,135.4244,138.1329
2025-01-27,USD,238.67,241.33,134.78,137.4756
2025-01-28,USD,238.67,241.33,134.8182,137.5146
2025-01-29,USD,238.67,241.33,135.0964,137.7983
2025-01-30,USD,238.67,241.33,135.1682,137.8716
2025-01-31,USD,239.0,241.33,135.1142,137.8165
2025-02-01,USD,239.0,241.33,135.3752,138.0827
2025-02-04,USD,239.0,241.33,135.7184,138.4328
2025-02-06,USD,239.0,241.33,135.1697,137.8731
2025-02-08,USD,239.0,241.33,135.3551,138.0622
2025-02-09,USD,239.0,241.33,135.3551,138.0622
2025-02-21,USD,239.0,241.33,135.0047,137.7048
2025-02-22,USD,239.0,241.33,134.729,137.4236
2025-02-25,USD,239.0,241.33,134.7912,137.487
2025-02-26,USD,238.33,240.67,134.5993,137.2913
2025-02-27,USD,238.33,240.67,134.7144,137.4087
2025-03-02,USD,238.0,240.33,135.6639,138.3772
2025-03-04,USD,238.0,240.33,134.6698,137.3632
2025-03-05,USD,238.0,240.33,134.2936,136.9795
2025-03-06,USD,238.0,240.33,133.7848,136.4605
2016-01-01,EUR,174.5,174.5,117.4207,119.7691
2016-01-15,EUR,174.5,174.5,117.3952,119.7431
2016-01-27,EUR,174.5,174.5,117.4335,119.7822
2016-02-01,EUR,176.5,176.5,117.0204,119.3608
2016-02-15,EUR,176.5,176.5,118.9926,121.3725
2016-02-27,EUR,176.5,176.5,117.9999,120.3599
2016-03-01,EUR,177.0,177.0,118.4703,120.8397
2016-03-15,EUR,177.0,177.0,122.2736,124.7191
2016-03-27,EUR,177.0,177.0,122.7553,125.2104
2016-04-01,EUR,178.5,178.5,123.0735,125.535
2016-04-15,EUR,178.5,178.5,122.6497,125.1027
2016-04-27,EUR,178.5,178.5,123.4582,125.9274
2016-05-01,EUR,181.5,181.5,124.8253,127.3218
2016-05-15,EUR,181.5,181.5,124.0027,126.4828
2016-05-27,EUR,181.5,181.5,122.691,125.1448
2016-06-01,EUR,181.4,181.4,122.0013,124.4413
2016-06-15,EUR,181.4,181.4,122.8354,125.2921
2016-06-27,EUR,181.4,181.4,121.2523,123.6773
2016-07-01,EUR,181.3,181.3,122.4115,124.8597
2016-07-15,EUR,181.3,181.3,122.8385,125.2953
2016-07-27,EUR,181.3,181.3,121.6075,124.0397
2016-08-01,EUR,182.0,182.0,122.7374,125.1921
2016-08-15,EUR,182.0,182.0,122.1844,124.6281
2016-08-27,EUR,182.0,182.0,121.6101,124.0423
2016-09-01,EUR,182.0,182.0,121.1894,123.6132
2016-09-15,EUR,182.0,182.0,122.116,124.5583
2016-09-27,EUR,182.0,182.0,122.1916,124.6354
2016-10-01,EUR,182.0,182.0,122.1366,124.5793
2016-10-15,EUR,182.0,182.0,119.1289,121.5115
2016-10-27,EUR,182.0,182.0,119.9091,122.3073
2016-11-01,EUR,182.5,182.5,120.209,122.6132
2016-11-15,EUR,182.5,182.5,118.8256,121.2021
2016-11-27,EUR,182.5,182.5,117.095,119.4369
2016-12-01,EUR,187.4,187.4,117.033,119.3737
2016-12-15,EUR,187.4,187.4,116.2576,118.5828
2016-12-27,EUR,187.4,187.4,115.5346,117.8453
2017-01-01,EUR,186.9,186.9,116.2453,118.5702
2017-01-15,EUR,186.9,186.9,117.0038,119.3439
2017-01-27,EUR,186.9,186.9,102.1105,104.1527
2017-02-01,EUR,187.0,187.0,102.1105,104.1527
2017-02-15,EUR,187.0,187.0,115.8552,118.1723
2017-02-27,EUR,187.0,187.0,115.5679,117.8793
2017-03-01,EUR,187.4,187.4,115.7511,118.0661
2017-03-15,EUR,187.4,187.4,116.224,118.5485
2017-03-27,EUR,187.4,187.4,118.7893,121.1651
